timestamp,cnn_status,crypto_status,vix_status,cnn_latency_ms,crypto_latency_ms,vix_latency_ms,fallback_used,error_notes
2026-02-26T18:09:41.197688+00:00,live,live,live,563.3,229.1,181.1,no,
2026-02-26T19:10:53.060255+00:00,live,live,live,526.3,103.6,361.0,no,
2026-02-26T19:52:01.784631+00:00,live,live,live,560.4,261.1,162.3,no,
2026-02-26T20:31:47.744120+00:00,live,live,live,591.7,228.5,151.1,no,
2026-02-26T21:20:07.280839+00:00,live,live,live,1021.0,139.1,334.9,no,
2026-02-26T22:02:01.173484+00:00,live,live,live,568.3,260.7,211.4,no,
2026-02-26T23:01:41.145369+00:00,live,live,live,516.1,121.3,210.4,no,
2026-02-26T23:45:58.734389+00:00,live,live,live,759.2,415.2,158.1,no,
2026-02-27T01:43:03.767937+00:00,live,live,live,894.8,160.2,193.2,no,
2026-02-27T03:19:18.294565+00:00,live,live,live,586.6,239.5,158.2,no,
2026-02-27T03:57:56.641130+00:00,live,live,live,439.0,115.0,177.7,no,
2026-02-27T04:25:29.160134+00:00,live,live,live,490.8,227.3,148.0,no,
2026-02-27T04:56:48.367876+00:00,live,live,live,541.6,252.4,179.3,no,
2026-02-27T05:19:02.556657+00:00,live,live,live,629.7,240.0,159.7,no,
2026-02-27T05:48:28.858091+00:00,live,live,live,1067.9,204.7,445.6,no,
2026-02-27T06:35:02.906753+00:00,live,live,live,706.6,254.0,160.6,no,
2026-02-27T07:33:47.301454+00:00,live,live,live,524.2,230.7,264.6,no,
2026-02-27T08:02:58.109918+00:00,live,live,live,1266.6,203.4,421.7,no,
2026-02-27T09:00:37.917665+00:00,live,live,live,865.2,294.7,340.5,no,
2026-02-27T09:57:24.893344+00:00,live,live,live,457.2,226.6,145.1,no,
2026-02-27T10:33:04.359424+00:00,live,live,live,664.6,96.6,210.2,no,
2026-02-27T11:21:13.429441+00:00,live,live,live,631.2,239.1,158.8,no,
2026-02-27T12:00:01.380421+00:00,live,live,live,931.1,393.0,314.5,no,
2026-02-27T13:39:29.755058+00:00,live,live,live,582.9,251.9,151.6,no,
2026-02-27T14:05:44.766884+00:00,live,live,live,521.2,234.4,147.0,no,
2026-02-27T14:55:07.495280+00:00,live,live,live,1379.2,294.4,492.4,no,
2026-02-27T15:34:30.895362+00:00,live,live,live,798.4,260.9,272.2,no,
2026-02-27T16:21:27.074714+00:00,live,live,live,734.5,233.8,201.5,no,
2026-02-27T17:19:24.455428+00:00,live,live,live,517.4,96.2,237.4,no,
2026-02-27T18:02:27.082396+00:00,live,live,live,1003.6,205.4,486.8,no,
2026-02-27T19:03:39.371840+00:00,live,live,live,807.1,299.5,597.3,no,
2026-02-27T19:44:17.451010+00:00,live,live,live,555.4,228.1,192.5,no,
2026-02-27T20:27:40.652766+00:00,live,live,live,644.1,357.0,222.9,no,
2026-02-27T21:03:17.272275+00:00,live,live,live,741.7,174.1,296.5,no,
2026-02-27T21:57:38.706829+00:00,live,live,live,525.3,106.6,221.3,no,
2026-02-27T22:52:22.998123+00:00,live,live,live,881.3,392.0,404.8,no,
2026-02-27T23:38:58.142730+00:00,live,live,live,1028.2,382.4,282.0,no,
