timestamp,score
2026-01-16T15:20:30.705938+00:00,54.0389718572869
2026-01-16T16:23:55.494160+00:00,54.57575338618968
2026-01-16T17:21:31.657900+00:00,54.865087259048
2026-01-16T18:28:09.216768+00:00,55.04784396627596
2026-01-16T19:18:27.590822+00:00,55.26217578342345
2026-01-16T20:19:11.311301+00:00,55.20936249790532
2026-01-16T21:17:46.445073+00:00,54.28319590613256
2026-01-16T22:18:09.707155+00:00,54.33455834839889
2026-01-16T23:17:12.304700+00:00,54.33455840195546
2026-01-17T01:19:28.859973+00:00,54.33455840195546
2026-01-17T03:20:09.430021+00:00,54.33457119440547
2026-01-17T04:29:44.813415+00:00,54.334571087292325
2026-01-17T05:18:04.635894+00:00,54.32898792101803
2026-01-17T06:26:04.167665+00:00,54.32898781390489
2026-01-17T07:16:58.149624+00:00,54.32898802813117
2026-01-17T08:21:58.266408+00:00,54.32898792101803
2026-01-17T09:17:26.284658+00:00,54.3289879745746
2026-01-17T10:17:45.184452+00:00,54.32898802813117
2026-01-17T11:14:24.434994+00:00,54.3289879745746
2026-01-17T12:33:27.188905+00:00,54.32898792101803
2026-01-17T13:26:23.754287+00:00,54.32898802813117
2026-01-17T14:16:07.954182+00:00,54.32898802813117
2026-01-17T15:16:36.141021+00:00,54.32898802813117
2026-01-17T16:19:12.259623+00:00,54.32898802813117
2026-01-17T17:14:46.511729+00:00,54.3289879745746
2026-01-17T18:23:53.219184+00:00,54.32898781390489
2026-01-17T19:13:23.021862+00:00,54.32898802813117
2026-01-17T20:18:36.313196+00:00,54.32898792101803
2026-01-17T21:14:58.357192+00:00,54.32898802813117
2026-01-17T22:16:51.931157+00:00,54.32898802813117
2026-01-17T23:16:25.441276+00:00,54.32898781390489
2026-01-18T01:28:43.303488+00:00,54.32898792101803
2026-01-18T03:43:18.392027+00:00,54.32898802813117
2026-01-18T04:39:23.391336+00:00,54.3289879745746
2026-01-18T05:20:46.943642+00:00,54.33457124796204
2026-01-18T06:26:31.768727+00:00,54.33457130151861
2026-01-18T07:17:23.101186+00:00,54.33457130151861
2026-01-18T08:22:22.487452+00:00,54.33457130151861
2026-01-18T09:17:53.996896+00:00,54.33457119440547
2026-01-18T10:17:56.041477+00:00,54.33457119440547
2026-01-18T11:14:19.924241+00:00,54.33457124796204
2026-01-18T12:33:30.207154+00:00,54.33457130151861
2026-01-18T13:26:29.104928+00:00,54.33457130151861
2026-01-18T14:15:39.885260+00:00,54.33457124796204
2026-01-18T15:16:14.959478+00:00,54.33457130151861
2026-01-18T16:20:30.005289+00:00,54.33457130151861
